,answerEntityId,description
3503,Q6962986,album by Nancy Sinatra
3504,Q11637,American actress and singer (1922–1969)
3505,Q242725,"American blues, jazz and gospel vocalist and actress (1896-1977)"
3506,Q129087,American actress and singer (1908-1984)
3507,Q1768,American jazz singer (1917–1996)
3508,Q443751,US country singer
3509,Q4911847,1954 studio album by Billie Holiday
3510,Q125121,"American singer, songwriter, and pianist (1942–2018)"
3511,Q234413,American jazz singer (1919–2006)
3512,Q130822,King of the United Kingdom of Great Britain and Ireland and of Hanover from 1830 to 1837
3513,Q129987,"King of England, Scotland, and Ireland from 1689 to 1702"
3514,Q9439,Queen of the United Kingdom from 1837 to 1901
3515,Q79972,"King of Scotland (1566–1625), England and Ireland (1603–25)"
3516,Q28043044,painting by anonymous painter (NPG NPG 4980(14))
3517,Q212052,King of Aragon (1208–1276)
3518,Q269412,"King of the United Kingdom and the British Dominions, and Emperor of India (1865–1936)"
3519,Q130805,"King of Great Britain and Ireland (r. 1714–27), Elector of Hanover (r. 1698–1727)"
3520,Q7207,Queen of England and Ireland from 1558 to 1603
3521,Q71231,Holy Roman Emperor and King of West Francia
3522,Q158248,"Queen consort of James VI of Scots, I of England (1574-1619)"
3523,Q1264,third Secretary-General of the United Nations (1909-1974)
3524,Q89926093,researcher (ORCID 0000-0002-8044-7042)
3525,Q7117590,Indian Cabinet Ministry
3526,Q275146,9th Prime Minister of India (1921-2004)
3527,Q1260,Austrian politician and diplomat (1918-2007)
3528,Q20566985,ND
3529,Q1267,"Swedish diplomat, economist, and author (1905-1961)"
3530,Q1253,8th Secretary-General of the United Nations
3531,Q61069434,ND
3532,Q18021291,Wikinews article
3533,Q17130147,ND
3534,Q239657,first black woman elected to the United States Congress (1924-2005)
3535,Q291068,American educator and civil rights leader (1875-1955)
3536,Q60738725,2020 United States presidential campaign of Kamala Harris
3537,Q105091119,Wikimedia category
3538,Q10853588,vice president of the United States since 2021
3539,Q289396,American politician and lawyer
3540,Q757963,1968 murder of Martin Luther King Jr.
3541,Q7880938,American businessman (1852-1929)
3542,Q34836,president of the United States from 1869 to 1877
3543,Q8027,American Baptist minister and civil rights leader (1929–1968)
3544,Q16974341,"station on the Crenshaw Line, currently under construction"
3545,Q9640,president of the United States from 1963 to 1969
3546,Q9696,President of the United States from 1961 to 1963
3547,Q11613,president of the United States from 1945 to 1953
3548,Q319871,"African-American educator, author, orator, and advisor (1856-1915)"
3549,Q1124,President of the United States from 1993 to 2001
3550,Q76,President of the United States from 2009 to 2017
3551,Q1189,Jamaican sprinter
3552,Q455619,American rhythm-and-blues singer (1949–1995)
3553,Q233672,English long-distance runner
3554,Q229556,American kidnapping victim
3555,Q267796,Soviet and American ballet dancer
3556,Q235975,American gymnast
3557,Q731871,American basketball player (1927–2022)
3558,Q102870,African-American abolitionist (1822–1913)
3559,Q887677,American gymnast
3560,Q3680526,ND
3561,Q449037,"African-American dancer, choreographer and activist"
3562,Q1054942,American baseball player and coach (1940-2001)
3563,Q561852,American baseball player (1931–2024)
3564,Q921807,American baseball player
3565,Q545488,American civil rights activist and minister (1926–1990)
3566,Q297142,American baseball player (1914–1999)
3567,Q1329352,American baseball player (1907–1967)
3568,Q221048,American baseball player
3569,Q131545,"Hungarian-born American illusionist, escapologist, and stunt performer (1874–1926)"
3570,Q687282,Baseball outfielder
3571,Q3087003,Canadian-American professional baseball player
3572,Q2943695,American baseball player
3573,Q156379,Russian politician (1936–2019)
3574,Q44071,General Secretary of the Communist Party of the Soviet Union
3575,Q21287326,duplicate article
3576,Q3052778,1998 Project 1144.2 Orlan battlecruiser of the Russian Navy
3577,Q35314,First Secretary of the Communist Party of the Soviet Union from 1953 to 1964
3578,Q47511292,painting by Malcolm Liepke
3579,Q30487,leader of the Soviet Union from 1985 to 1991
3580,Q765165,General Secretary of the Communist Party of the Soviet Union (1906–1982)
3581,Q16860426,family name (Брежнев)
3582,Q34453,"Soviet and Russian politician, 1st President of Russia (1931–2007)"
3583,Q274924,Russian heavy aircraft-carrying missile cruiser
3584,Q11820,president of the United States from 1837 to 1841
3585,Q11881,president of the United States from 1841 to 1845
3586,Q370781,chief justice of the United States in 1795
3587,Q55725954,"American editor, civil rights leader, and Republican party activist (1848-1922)"
3588,Q11806,president of the United States from 1797 to 1801
3589,Q11815,president of the United States from 1817 to 1825
3590,Q11813,president of the United States from 1809 to 1817
3591,Q268217,American bishop
3592,Q11891,president of the United States from 1845 to 1849
3593,Q46955003,painting by Miner Kilbourne Kellogg
3594,Q12325,president of the United States from 1857 to 1861
3595,Q310123,Brazilian politician (1917-1992)
3596,Q655018,"bridge in DF, Brazil"
3597,Q155824,President of Brazil from 1956 to 1961
3598,Q10309021,(1871-1954) federal deputy of Minas Gerais
3599,Q379631,(1763-1838) Brazilian politician
3600,Q18151040,bronze sculpture in Manhattan
3601,Q314698,Brazilian politician (1848-1919)
3602,Q109427038,chess player
3603,Q359362,President of Portugal (1894-1964)
3604,Q20052913,2010 Brazilian elections presidential campaign
3605,Q40722,"36th President of Brazil, 3rd President of the BRICS Bank"
3606,Q16297,Canadian actor
3607,Q41233,"British actor of stage, film and television"
3608,Q14506628,filmography
3609,Q134333,English actor (1927–2017)
3610,Q81520,Irish actor (1953- )
3611,Q123351,English actor (born 1933)
3612,Q171745,British actor (born 1948)
3613,Q297384,English actor (1933–1995)
3614,Q1916242,Australian character actor (1888–1969)
3615,Q4547,English actor
3616,Q185051,American actor
3617,Q434025,American actress and singer
3618,Q7489631,"Musician, composer, singer & actor"
3619,Q108537260,UK public health and psychology researcher
3620,Q229550,American singer and actress (1952–2004)
3621,Q5296392,American singer and actress
3622,Q48802473,album by Donna De Lory
3623,Q233365,Canadian-American actress
3624,Q151231,Scottish singer-songwriter
3625,Q4768729,American singer
3626,Q3613584,album by Amanda Lear
3627,Q97738250,59th United States presidential inauguration
3628,Q9588,president of the United States from 1969 to 1974
3629,Q9640,president of the United States from 1963 to 1969
3630,Q1708246,American chemist (1916–1957)
3631,Q313696,American businessman and politician (1888–1969)
3632,Q9696,President of the United States from 1961 to 1963
3633,Q11613,president of the United States from 1945 to 1953
3634,Q23505,President of the United States from 1989 to 1993
3635,Q22686,45th President of the United States from 2017 to 2021
3636,Q1124,President of the United States from 1993 to 2001
3637,Q577160,American politician from Tennessee (1907–1998)
3638,Q983424,Japanese manga artist
3639,Q14920552,Japanese video game developer
3640,Q940867,Japanese video game designer
3641,Q1933462,British video game developer and publisher
3642,Q3410210,British video game developer and publisher
3643,Q1576915,Japanese video game holding company
3644,Q3516982,Japanese video game developer and publisher
3645,Q109531508,video game publisher
3646,Q1194689,Japanese video game publisher
3647,Q28228648,North American publishing branch of Atlus
3648,Q780528,Japanese video game company
3649,Q553321,"American football player, coach, and executive (1913-1970)"
3650,Q1758777,American football player and coach
3651,Q6849062,British civil servant and educationalist
3652,Q506866,American football coach (born 1963)
3653,Q348011,American football player (born 1956)
3654,Q2631300,American football player and coach (born 1963)
3655,Q1239512,American football player and coach (1930-2020)
3656,Q1209818,American football coach (born 1936)
3657,Q3013189,American football player and coach (1944–2022)
3658,Q952108,American football player and coach (1932-2014)
3659,Q720027,American football coach (born 1952)
3660,Q164038,Spanish association football manager (born 1971)
3661,Q83106,German association football manager (born 1967)
3662,Q57079,German footballer and manager
3663,Q79983,Portuguese association football manager and former player
3664,Q17163,Dutch footballer and manager (1947–2016)
3665,Q484534,Dutch football player and manager
3666,Q44420,Italian association football player and manager
3667,Q218380,Italian association football player and manager
3668,Q313209,Portuguese association football manager
3669,Q174614,Italian association football manager and former player
3670,Q311027,French association football player and manager
3671,Q586579,American basketball coach
3672,Q523630,American basketball player and coach
3673,Q7441228,Irish footballer
3674,Q316246,"American basketball player, coach and executive"
3675,Q335762,"American basketball player, coach and executive"
3676,Q371118,American football coach (born 1972)
3677,Q449642,American basketball player and coach
3678,Q190152,American basketball player and coach (born 1956)
3679,Q29545,American basketball player
3680,Q309872,"American basketball player, Hall of Famer"
3681,Q2924590,American basketball player and coach
3682,Q1374361,American football coach and player (1924–2000)
3683,Q1378304,American football player and coach
3684,Q1758777,American football player and coach
3685,Q2412102,American football coach (born 1962)
3686,Q348011,American football player (born 1956)
3687,Q2331580,Jamaican record producer (1942-2008)
3688,Q163908,"American football player, coach, and team owner (1895-1983)"
3689,Q1239512,American football player and coach (1930-2020)
3690,Q952108,American football player and coach (1932-2014)
3691,Q970476,American former football player and head coach
3692,Q373128,American producer (1913-1975)
3693,Q553321,"American football player, coach, and executive (1913-1970)"
3694,Q1378304,American football player and coach
3695,Q313381,American football player (born 1977)
3696,Q5593952,American football player and coach
3697,Q7613262,American football coach
3698,Q6849062,British civil servant and educationalist
3699,Q371118,American football coach (born 1972)
3700,Q2679005,American football player and coach
3701,Q952108,American football player and coach (1932-2014)
3702,Q911873,American football player and coach
3703,Q720027,American football coach (born 1952)
3704,Q553321,"American football player, coach, and executive (1913-1970)"
3705,Q5593952,American football player and coach
3706,Q7613262,American football coach
3707,Q1758777,American football player and coach
3708,Q371118,American football coach (born 1972)
3709,Q2631300,American football player and coach (born 1963)
3710,Q2679005,American football player and coach
3711,Q3013189,American football player and coach (1944–2022)
3712,Q952108,American football player and coach (1932-2014)
3713,Q911873,American football player and coach
3714,Q720027,American football coach (born 1952)
3715,Q553321,"American football player, coach, and executive (1913-1970)"
3716,Q1378304,American football player and coach
3717,Q313381,American football player (born 1977)
3718,Q5593952,American football player and coach
3719,Q7441226,American football coach (born 1974)
3720,Q6849062,British civil servant and educationalist
